transaction_id,customer_id,product_id,purchase_date,season,purchase_amount,discount_applied,discount_percentage,promo_code_used,shipping_type,review_rating,size_purchased,color_purchased
8546,1572,2030,2024-07-13,Summer,16.0,No,0,No,Free Shipping,4.3,S,Beige
8547,1573,2008,2024-02-25,Winter,38.0,No,0,No,Standard,3.8,XL,Purple
8548,1573,2002,2023-02-01,Winter,28.9,Yes,15,Yes,2-Day Shipping,3.3,XL,Black
8549,1573,2025,2024-06-08,Summer,38.0,No,0,No,Standard,3.0,XL,Green
8550,1573,2008,2023-04-15,Spring,64.0,No,0,No,Next Day Air,3.4,L,Purple
8551,1573,2043,2024-05-29,Spring,76.0,No,0,No,Standard,2.6,S,Pink
8552,1573,2043,2023-11-08,Fall,43.2,Yes,20,Yes,Standard,3.8,XS,White
8553,1573,2021,2024-02-18,Winter,155.0,No,0,No,Express,3.1,XL,Green
8554,1573,2044,2023-08-06,Summer,176.0,No,0,No,Free Shipping,4.9,L,Yellow
8555,1573,2013,2023-01-04,Winter,60.0,Yes,20,Yes,Express,5.0,XL,Purple
8556,1573,2041,2024-10-02,Fall,63.9,Yes,10,Yes,Free Shipping,4.3,L,White
8557,1574,2016,2024-02-22,Winter,67.0,No,0,No,Standard,2.6,L,Green
8558,1574,2027,2023-01-22,Winter,461.0,No,0,No,Free Shipping,2.9,L,Pink
8559,1574,2001,2024-04-19,Spring,74.0,No,0,No,Standard,3.5,S,Orange
8560,1574,2005,2024-12-08,Winter,84.0,No,0,No,Standard,4.9,M,Orange
8561,1574,2034,2024-01-06,Winter,92.0,No,0,No,Free Shipping,2.1,M,Orange
8562,1574,2025,2023-07-04,Summer,19.6,Yes,30,Yes,2-Day Shipping,3.6,M,Pink
8563,1574,2037,2024-12-22,Winter,220.0,No,0,No,Express,3.8,XS,Brown
8564,1574,2034,2024-12-22,Winter,160.0,Yes,20,Yes,Standard,3.6,XS,Red
8565,1574,2042,2024-10-16,Fall,84.0,Yes,20,No,Standard,3.6,XS,Navy
8566,1574,2038,2024-02-04,Winter,65.0,No,0,No,2-Day Shipping,4.6,XL,Black
8567,1574,2009,2023-06-18,Summer,60.0,No,0,No,Standard,4.7,XS,Pink
8568,1574,2045,2024-10-24,Fall,60.3,Yes,10,No,Standard,4.1,S,Red
8569,1575,2037,2024-12-31,Winter,106.4,Yes,30,Yes,2-Day Shipping,4.3,L,Navy
8570,1575,2037,2023-12-17,Winter,120.4,Yes,30,No,2-Day Shipping,4.1,XS,Green
8571,1575,2023,2024-10-18,Fall,81.0,No,0,No,2-Day Shipping,3.8,S,Beige
8572,1575,2008,2024-12-15,Winter,29.0,No,0,No,Next Day Air,3.9,XS,Red
8573,1575,2015,2023-04-12,Spring,14.25,Yes,25,Yes,Free Shipping,5.0,XL,Yellow
8574,1575,2007,2024-12-10,Winter,32.0,No,0,No,Standard,4.5,XL,Green
8575,1575,2030,2024-05-05,Spring,18.75,Yes,25,Yes,Free Shipping,3.8,XL,White
8576,1575,2032,2023-05-16,Spring,55.0,No,0,No,Standard,3.8,XS,Navy
8577,1575,2017,2024-07-05,Summer,141.0,No,0,No,2-Day Shipping,3.6,XL,Navy
8578,1575,2013,2024-01-22,Winter,55.8,Yes,10,Yes,Express,3.6,L,Red
8579,1576,2041,2024-07-13,Summer,101.0,No,0,No,Next Day Air,3.5,L,Pink
8580,1576,2018,2023-01-09,Winter,86.0,No,0,No,2-Day Shipping,2.7,M,White
8581,1576,2028,2024-07-06,Summer,41.3,Yes,30,Yes,Standard,2.9,M,Orange
8582,1576,2011,2023-10-26,Fall,51.0,No,0,No,Standard,2.6,S,Blue
8583,1576,2036,2023-11-04,Fall,65.8,Yes,30,Yes,Standard,3.2,M,Red
8584,1576,2043,2024-04-16,Spring,155.0,No,0,No,Express,3.6,XS,Beige
8585,1576,2036,2023-11-22,Fall,71.0,No,0,No,Standard,2.7,M,Green
8586,1576,2007,2023-01-08,Winter,35.0,No,0,No,Free Shipping,2.5,XS,Gray
8587,1576,2009,2023-11-18,Fall,92.0,No,0,No,Free Shipping,3.8,XS,Brown
8588,1576,2029,2024-10-29,Fall,38.0,No,0,No,Standard,3.4,L,Blue
8589,1576,2031,2023-01-31,Winter,11.2,Yes,30,Yes,2-Day Shipping,2.6,S,Blue
8590,1576,2030,2024-02-08,Winter,40.0,No,0,No,Next Day Air,4.8,L,Purple
8591,1577,2017,2023-11-08,Fall,170.0,No,0,No,Next Day Air,2.3,L,White
8592,1577,2019,2024-06-15,Summer,72.0,Yes,25,Yes,2-Day Shipping,4.2,L,White
8593,1577,2012,2024-02-18,Winter,34.0,No,0,No,Express,4.3,XL,White
8594,1577,2021,2023-09-05,Fall,62.0,No,0,No,Free Shipping,2.4,S,Red
8595,1577,2031,2024-12-02,Winter,43.0,No,0,No,Standard,2.1,L,Blue
8596,1577,2031,2023-10-11,Fall,41.0,No,0,No,Standard,4.3,M,Red
8597,1577,2019,2023-09-12,Fall,119.2,Yes,20,Yes,Standard,2.9,L,Green
8598,1577,2045,2023-06-24,Summer,36.0,No,0,No,2-Day Shipping,4.0,S,Brown
8599,1578,2006,2024-09-22,Fall,123.0,No,0,No,Standard,4.8,XS,Black
8600,1578,2044,2024-11-21,Fall,183.0,No,0,No,2-Day Shipping,3.1,M,Black
8601,1578,2037,2023-10-23,Fall,160.0,No,0,No,Express,3.3,XS,Black
8602,1578,2021,2023-03-23,Spring,103.0,No,0,No,Free Shipping,2.6,M,Navy
8603,1578,2007,2023-11-04,Fall,20.0,No,0,No,Standard,4.7,M,Yellow
8604,1579,2035,2024-04-12,Spring,76.0,No,0,No,2-Day Shipping,2.8,L,Green
8605,1579,2035,2024-06-13,Summer,88.0,No,0,No,2-Day Shipping,2.3,L,Beige
8606,1579,2001,2024-08-07,Summer,77.0,No,0,No,Standard,4.4,M,Green
8607,1579,2017,2024-09-22,Fall,149.0,No,0,No,Free Shipping,2.1,M,Orange
8608,1579,2024,2023-11-25,Fall,174.0,No,0,No,Express,3.1,S,Pink
8609,1579,2027,2024-01-08,Winter,77.0,No,0,No,Standard,2.8,XS,Brown
8610,1579,2009,2023-11-11,Fall,48.0,No,0,No,Next Day Air,4.8,S,Yellow
8611,1580,2003,2023-07-04,Summer,92.0,No,0,No,Standard,2.4,L,Blue
8612,1580,2024,2024-12-18,Winter,129.2,Yes,15,No,2-Day Shipping,4.5,S,Orange
8613,1580,2037,2024-07-08,Summer,141.0,No,0,No,Free Shipping,3.2,L,Red
8614,1580,2006,2023-11-06,Fall,51.1,Yes,30,Yes,Free Shipping,3.9,XL,Pink
8615,1580,2026,2023-04-28,Spring,96.0,No,0,No,Next Day Air,4.5,M,Yellow
8616,1580,2012,2023-09-26,Fall,23.25,Yes,25,No,Next Day Air,2.4,L,Orange
8617,1580,2036,2024-10-24,Fall,60.0,No,0,No,Standard,5.0,S,Orange
8618,1580,2027,2024-06-02,Summer,195.0,No,0,No,Express,3.4,XS,Gray
8619,1580,2043,2023-09-21,Fall,104.3,Yes,30,Yes,2-Day Shipping,2.3,M,Black
8620,1580,2045,2024-01-19,Winter,98.0,No,0,No,Standard,2.4,M,Yellow
8621,1580,2003,2023-11-19,Fall,74.0,No,0,No,Standard,3.1,L,Pink
8622,1580,2042,2023-01-24,Winter,269.0,No,0,No,Standard,3.3,M,Orange
8623,1581,2026,2024-08-29,Summer,108.8,Yes,20,Yes,Standard,3.6,XS,Blue
8624,1581,2003,2024-07-01,Summer,51.8,Yes,30,Yes,Standard,4.6,S,Brown
8625,1581,2009,2023-01-17,Winter,56.7,Yes,30,Yes,Free Shipping,5.0,S,White
8626,1581,2028,2024-08-11,Summer,37.0,No,0,No,Express,3.3,L,Gray
8627,1581,2015,2023-01-16,Winter,40.0,No,0,No,Free Shipping,4.4,XS,Gray
8628,1581,2034,2023-10-06,Fall,187.0,No,0,No,Next Day Air,4.3,XL,Navy
8629,1581,2012,2024-02-02,Winter,23.2,Yes,20,Yes,Express,4.6,M,Purple
8630,1581,2004,2024-01-27,Winter,68.0,No,0,No,Express,3.7,L,Orange
8631,1581,2038,2023-12-20,Winter,143.0,No,0,No,Standard,4.2,S,Pink
8632,1581,2024,2023-09-06,Fall,107.2,Yes,20,Yes,Free Shipping,3.3,XL,Blue
8633,1581,2023,2024-03-31,Spring,87.5,Yes,30,No,Standard,4.9,XL,Blue
8634,1582,2042,2024-05-08,Spring,146.0,No,0,No,Standard,4.5,L,Brown
8635,1582,2036,2023-07-23,Summer,61.0,No,0,No,Free Shipping,2.2,L,Blue
8636,1582,2017,2024-10-08,Fall,220.0,No,0,No,Express,4.0,XS,Beige
8637,1582,2004,2023-10-27,Fall,93.0,No,0,No,Standard,2.5,L,Yellow
8638,1582,2037,2024-04-23,Spring,70.0,No,0,No,Express,4.7,XL,Orange
8639,1582,2019,2024-10-16,Fall,109.0,No,0,No,2-Day Shipping,3.6,XS,Orange
8640,1582,2021,2024-08-16,Summer,68.0,No,0,No,Standard,2.1,S,Black
8641,1582,2022,2023-09-16,Fall,22.0,No,0,No,Standard,3.8,L,Red
8642,1582,2018,2023-08-02,Summer,27.0,No,0,No,2-Day Shipping,4.5,M,Beige
8643,1582,2010,2024-05-21,Spring,128.0,No,0,No,Standard,2.1,M,Orange
8644,1582,2036,2023-10-03,Fall,61.0,No,0,No,Standard,2.7,L,White
8645,1582,2038,2024-07-08,Summer,133.0,No,0,No,Standard,4.0,S,Black
8646,1583,2003,2023-07-20,Summer,90.0,No,0,No,Free Shipping,2.5,XS,Purple
8647,1583,2045,2024-02-09,Winter,62.0,No,0,No,Standard,4.7,L,Green
8648,1583,2015,2024-11-09,Fall,22.5,Yes,10,Yes,Free Shipping,3.5,M,Navy
8649,1583,2030,2024-03-29,Spring,33.0,No,0,No,Free Shipping,2.4,XS,Brown
8650,1583,2011,2023-09-11,Fall,41.0,No,0,No,Free Shipping,4.7,S,Black
8651,1583,2001,2024-10-29,Fall,21.0,Yes,30,Yes,Standard,2.7,S,Pink
8652,1583,2006,2023-02-17,Winter,75.0,No,0,No,Standard,3.5,L,Green
8653,1583,2016,2024-12-29,Winter,88.5,Yes,25,Yes,Standard,2.1,XL,Yellow
8654,1583,2007,2023-08-29,Summer,26.0,No,0,No,Standard,2.4,M,Green
8655,1583,2025,2023-09-16,Fall,23.0,No,0,No,Standard,2.1,L,Black
8656,1583,2036,2024-03-16,Spring,118.0,No,0,No,2-Day Shipping,2.7,XL,Brown
8657,1583,2043,2024-09-25,Fall,63.9,Yes,10,Yes,Express,2.1,XL,Black
8658,1584,2008,2024-05-30,Spring,46.9,Yes,30,Yes,Free Shipping,4.5,XS,Beige
8659,1584,2042,2023-03-04,Spring,216.0,Yes,25,Yes,Free Shipping,4.3,M,Brown
8660,1584,2028,2024-10-06,Fall,26.6,Yes,30,Yes,Standard,3.2,S,Green
8661,1584,2033,2024-10-05,Fall,79.0,No,0,No,Free Shipping,3.8,M,Orange
8662,1584,2015,2024-05-15,Spring,31.0,No,0,No,Standard,4.7,XL,Orange
8663,1584,2004,2024-09-24,Fall,141.0,No,0,No,Standard,4.7,L,Brown
8664,1584,2015,2023-10-17,Fall,29.0,No,0,No,Standard,3.9,XS,Brown
8665,1584,2023,2023-01-05,Winter,72.8,Yes,20,Yes,Standard,4.8,XL,Brown
8666,1584,2028,2023-06-28,Summer,16.0,No,0,No,Standard,4.7,S,Green
8667,1584,2028,2024-04-24,Spring,31.45,Yes,15,Yes,Free Shipping,4.7,L,Orange
8668,1584,2040,2023-10-25,Fall,95.2,Yes,30,Yes,Standard,3.5,L,Navy
8669,1584,2022,2024-10-11,Fall,12.8,Yes,20,No,Standard,4.1,S,Green
8670,1585,2022,2023-08-19,Summer,27.9,Yes,10,Yes,Free Shipping,4.3,M,Brown
8671,1585,2003,2024-10-14,Fall,41.0,No,0,No,Free Shipping,4.1,XS,White
8672,1585,2030,2023-06-20,Summer,35.0,No,0,No,Free Shipping,2.9,S,Black
8673,1585,2011,2024-02-12,Winter,55.0,No,0,No,2-Day Shipping,4.3,S,White
8674,1585,2031,2023-04-13,Spring,18.0,No,0,No,Free Shipping,4.1,XS,Pink
8675,1585,2036,2024-06-27,Summer,131.25,Yes,25,No,2-Day Shipping,5.0,S,Blue
8676,1585,2034,2023-05-12,Spring,34.5,Yes,25,No,Free Shipping,2.6,XS,White
8677,1586,2022,2023-01-13,Winter,24.0,No,0,No,Free Shipping,4.9,XL,Yellow
8678,1586,2030,2024-03-19,Spring,23.2,Yes,20,No,Express,3.4,S,Blue
8679,1586,2020,2024-09-13,Fall,67.15,Yes,15,Yes,Standard,4.3,S,Blue
8680,1586,2015,2023-06-26,Summer,15.4,Yes,30,No,Free Shipping,4.2,L,Purple
8681,1586,2030,2024-05-08,Spring,26.0,No,0,No,Standard,4.2,L,Black
8682,1586,2044,2023-08-18,Summer,182.0,No,0,No,Free Shipping,4.4,XS,White
8683,1586,2004,2023-09-29,Fall,136.0,No,0,No,Express,4.8,XS,Yellow
8684,1586,2025,2024-03-26,Spring,40.0,No,0,No,Free Shipping,3.3,XS,Pink
8685,1586,2008,2024-09-16,Fall,49.0,No,0,No,Standard,4.3,S,Black
8686,1586,2006,2024-10-28,Fall,110.4,Yes,20,Yes,Express,4.5,XS,Blue
8687,1586,2040,2024-10-15,Fall,127.0,No,0,No,Free Shipping,4.5,S,Gray
8688,1586,2018,2024-06-01,Summer,43.4,Yes,30,Yes,2-Day Shipping,4.4,XS,Green
8689,1586,2012,2023-07-09,Summer,55.0,No,0,No,Standard,4.1,L,Green
8690,1586,2013,2023-02-24,Winter,67.0,No,0,No,Standard,4.8,XL,Brown
8691,1587,2024,2023-03-01,Spring,149.0,No,0,No,Standard,3.9,S,Red
8692,1587,2043,2024-08-04,Summer,76.0,No,0,No,Free Shipping,3.0,XL,Beige
8693,1587,2015,2024-03-29,Spring,31.0,No,0,No,2-Day Shipping,4.3,M,Beige
8694,1587,2017,2023-05-29,Spring,145.0,No,0,No,Free Shipping,2.8,L,Green
8695,1587,2007,2023-05-28,Spring,26.0,No,0,No,Standard,3.5,XS,Pink
8696,1587,2018,2024-02-21,Winter,61.0,No,0,No,Free Shipping,2.4,S,Green
8697,1587,2034,2024-06-24,Summer,85.0,No,0,No,Standard,3.6,S,Pink
8698,1587,2039,2023-12-10,Winter,116.0,No,0,No,Free Shipping,2.5,XS,Brown
8699,1587,2020,2023-11-16,Fall,63.0,Yes,25,No,Express,2.4,S,Gray
8700,1588,2040,2023-04-15,Spring,47.6,Yes,30,Yes,Express,4.7,L,Gray
8701,1588,2039,2023-09-30,Fall,68.25,Yes,25,Yes,Free Shipping,4.9,M,Beige
8702,1588,2038,2024-03-11,Spring,93.0,No,0,No,Standard,4.5,L,Pink
8703,1588,2042,2024-02-15,Winter,232.0,No,0,No,Standard,4.8,XL,Navy
8704,1588,2015,2023-03-10,Spring,27.0,No,0,No,Standard,3.4,S,Yellow
8705,1588,2021,2024-07-20,Summer,122.4,Yes,10,Yes,2-Day Shipping,4.1,XS,Yellow
8706,1589,2011,2023-01-24,Winter,57.0,No,0,No,Free Shipping,4.0,XL,Black
8707,1589,2023,2024-05-11,Spring,75.6,Yes,30,Yes,Standard,3.7,S,White
8708,1589,2043,2023-07-03,Summer,91.8,Yes,15,Yes,Free Shipping,3.6,XL,Navy
8709,1589,2020,2024-10-14,Fall,56.0,No,0,No,Standard,3.9,XL,Brown
8710,1589,2022,2023-05-02,Spring,22.0,No,0,No,2-Day Shipping,4.4,S,Red
8711,1589,2036,2023-04-21,Spring,97.6,Yes,20,No,2-Day Shipping,3.9,XS,White
8712,1589,2016,2024-10-22,Fall,57.75,Yes,25,Yes,Free Shipping,4.8,XS,Yellow
8713,1589,2018,2023-06-23,Summer,89.0,No,0,No,2-Day Shipping,3.6,XL,Red
8714,1589,2011,2023-10-16,Fall,70.0,No,0,No,Free Shipping,4.5,S,Beige
8715,1589,2016,2024-05-01,Spring,51.0,Yes,25,Yes,2-Day Shipping,4.5,L,Yellow
8716,1590,2001,2024-05-28,Spring,45.9,Yes,10,No,Standard,4.7,L,Red
8717,1590,2038,2023-10-05,Fall,112.0,No,0,No,Standard,4.9,XL,Black
8718,1590,2002,2024-11-03,Fall,18.9,Yes,30,No,Standard,4.3,XL,Yellow
8719,1590,2015,2023-02-15,Winter,27.3,Yes,30,No,Express,4.3,XL,Purple
8720,1590,2027,2023-10-30,Fall,49.5,Yes,25,Yes,Standard,4.0,L,Yellow
8721,1590,2025,2023-11-23,Fall,28.8,Yes,10,Yes,Standard,4.9,L,Blue
8722,1590,2024,2024-03-05,Spring,105.0,No,0,No,Standard,3.3,XS,Blue
8723,1590,2042,2024-08-16,Summer,167.3,Yes,30,No,Free Shipping,4.6,XS,Purple
8724,1590,2038,2023-09-11,Fall,37.5,Yes,25,No,Free Shipping,4.2,L,Brown
8725,1590,2034,2024-05-05,Spring,158.1,Yes,15,No,2-Day Shipping,3.3,S,Black
8726,1591,2001,2024-04-10,Spring,30.6,Yes,10,No,Express,4.7,S,Navy
8727,1591,2030,2023-07-29,Summer,49.0,No,0,No,Express,4.8,XS,Blue
8728,1591,2024,2023-10-03,Fall,69.3,Yes,10,No,Next Day Air,4.9,XS,Beige
8729,1591,2013,2023-01-03,Winter,74.0,No,0,No,Free Shipping,2.4,XL,Yellow
8730,1591,2003,2023-06-20,Summer,98.6,Yes,15,No,Express,4.0,M,Brown
8731,1592,2042,2023-09-01,Fall,178.0,No,0,No,Express,4.5,XL,Pink
8732,1592,2020,2024-10-14,Fall,76.3,Yes,30,Yes,Free Shipping,3.8,XS,Pink
8733,1592,2039,2023-05-25,Spring,287.0,No,0,No,Express,3.6,M,Brown
8734,1592,2035,2024-05-31,Spring,55.3,Yes,30,No,Standard,4.4,S,Yellow
8735,1592,2002,2024-06-12,Summer,21.0,No,0,No,Free Shipping,3.3,M,Blue
8736,1592,2015,2024-07-22,Summer,22.95,Yes,15,Yes,Standard,4.3,XL,Pink
8737,1592,2039,2024-11-16,Fall,198.8,Yes,30,No,Express,3.7,XL,Blue
8738,1592,2016,2024-10-04,Fall,90.0,No,0,No,Free Shipping,3.5,XL,Pink
8739,1592,2042,2024-11-29,Fall,287.0,No,0,No,2-Day Shipping,3.7,XL,White
8740,1593,2024,2023-03-14,Spring,72.0,Yes,20,Yes,Free Shipping,3.8,XL,Purple
8741,1593,2029,2024-05-10,Spring,32.0,No,0,No,Standard,3.3,S,Green
8742,1593,2014,2023-07-08,Summer,153.9,Yes,10,Yes,Express,5.0,S,Black
8743,1593,2023,2023-02-27,Winter,126.0,No,0,No,Express,3.2,XS,White
8744,1593,2023,2024-08-06,Summer,136.0,Yes,20,No,Free Shipping,4.0,XL,Navy
8745,1593,2009,2023-12-05,Winter,84.0,No,0,No,Free Shipping,4.8,L,Brown
8746,1593,2003,2023-01-26,Winter,99.0,Yes,10,No,Standard,3.2,XL,White
8747,1593,2023,2023-05-11,Spring,123.2,Yes,20,No,Standard,4.5,M,Orange
8748,1594,2008,2024-05-10,Spring,54.4,Yes,20,Yes,Free Shipping,2.3,L,Yellow
8749,1594,2011,2024-04-04,Spring,69.0,Yes,25,Yes,2-Day Shipping,2.2,L,Purple
8750,1594,2024,2024-05-11,Spring,100.0,No,0,No,Express,3.6,L,Green
8751,1594,2010,2023-09-06,Fall,93.0,No,0,No,Standard,3.6,S,Yellow
8752,1594,2026,2024-07-03,Summer,27.0,No,0,No,Free Shipping,2.3,XS,Black
8753,1594,2026,2024-12-08,Winter,100.8,Yes,20,Yes,Free Shipping,3.9,XL,Black
8754,1594,2016,2023-09-28,Fall,71.4,Yes,15,Yes,Free Shipping,2.0,XL,Beige
8755,1594,2041,2023-12-19,Winter,69.75,Yes,25,No,Free Shipping,5.0,S,Brown
8756,1594,2031,2024-05-06,Spring,27.2,Yes,20,Yes,Standard,3.0,L,Brown
8757,1594,2042,2023-11-28,Fall,340.0,No,0,No,Standard,3.6,L,Orange
8758,1594,2027,2024-01-29,Winter,186.0,No,0,No,Free Shipping,3.5,L,Red
8759,1594,2025,2024-06-06,Summer,27.0,Yes,10,Yes,Express,2.5,L,Yellow
8760,1595,2012,2023-09-29,Fall,41.0,No,0,No,Express,3.6,XL,Blue
8761,1595,2027,2023-05-20,Spring,244.3,Yes,30,Yes,Express,3.7,M,White
8762,1595,2036,2024-12-06,Winter,111.75,Yes,25,Yes,Standard,3.6,XS,Green
8763,1595,2015,2024-09-09,Fall,22.0,No,0,No,Free Shipping,4.7,XL,Green
8764,1595,2042,2024-10-25,Fall,104.0,Yes,20,Yes,Standard,4.4,XL,Red
8765,1595,2004,2023-06-17,Summer,72.0,No,0,No,Free Shipping,4.9,S,Yellow
8766,1595,2002,2023-06-05,Summer,24.75,Yes,25,Yes,2-Day Shipping,4.7,XS,White
8767,1595,2020,2024-06-16,Summer,40.0,No,0,No,Express,4.5,L,Red
8768,1595,2022,2023-07-18,Summer,15.4,Yes,30,Yes,2-Day Shipping,4.9,XL,Blue
8769,1595,2005,2024-09-10,Fall,45.9,Yes,15,No,Free Shipping,4.4,M,Beige
8770,1595,2037,2023-09-16,Fall,122.0,No,0,No,Express,3.8,XL,Brown
8771,1596,2039,2024-08-19,Summer,144.0,No,0,No,Express,3.3,XS,Purple
8772,1596,2012,2024-06-23,Summer,62.0,No,0,No,Standard,3.4,M,Brown
8773,1596,2038,2024-11-21,Fall,57.0,No,0,No,Free Shipping,2.6,L,Yellow
8774,1596,2045,2023-11-22,Fall,50.0,No,0,No,Express,4.7,XL,Purple
8775,1596,2002,2023-02-07,Winter,16.0,No,0,No,Standard,2.6,L,Black
8776,1596,2006,2024-01-15,Winter,141.0,No,0,No,Standard,3.5,XL,Orange
8777,1596,2028,2023-11-06,Fall,36.0,No,0,No,Next Day Air,3.6,L,Green
8778,1596,2004,2024-08-09,Summer,91.0,No,0,No,Standard,4.6,S,Green
8779,1596,2024,2024-06-12,Summer,70.55,Yes,15,Yes,Standard,3.4,XL,Purple
8780,1596,2034,2024-12-07,Winter,77.4,Yes,10,No,Standard,2.5,M,Blue
8781,1596,2019,2024-08-19,Summer,108.8,Yes,20,Yes,Standard,4.1,S,Red
8782,1596,2044,2023-12-22,Winter,263.0,No,0,No,Standard,2.2,L,Navy
8783,1597,2024,2024-12-17,Winter,161.1,Yes,10,Yes,Express,4.7,S,Brown
8784,1597,2031,2024-02-26,Winter,18.7,Yes,15,No,Express,2.6,XS,Navy
8785,1597,2022,2024-06-21,Summer,29.7,Yes,10,No,2-Day Shipping,4.3,L,Gray
8786,1597,2016,2023-10-31,Fall,90.0,Yes,25,Yes,Free Shipping,2.0,L,Gray
8787,1597,2033,2023-09-09,Fall,112.0,No,0,No,Free Shipping,2.8,S,Pink
8788,1597,2023,2024-07-14,Summer,139.0,No,0,No,Standard,2.1,S,White
8789,1597,2035,2024-01-04,Winter,127.0,No,0,No,Free Shipping,2.3,S,Blue
8790,1598,2030,2023-04-08,Spring,31.5,Yes,25,Yes,Express,4.9,M,Purple
8791,1598,2014,2024-11-05,Fall,134.1,Yes,10,Yes,Free Shipping,4.3,S,Blue
8792,1598,2027,2023-10-22,Fall,308.0,Yes,20,No,Express,3.3,M,Orange
8793,1598,2007,2023-08-31,Summer,22.0,No,0,No,Next Day Air,4.8,S,Pink
8794,1598,2018,2023-01-18,Winter,17.5,Yes,30,Yes,Express,3.4,S,Gray
8795,1598,2003,2023-10-02,Fall,36.8,Yes,20,Yes,Free Shipping,4.0,S,Gray
8796,1598,2006,2023-12-09,Winter,153.0,No,0,No,Free Shipping,3.9,XL,Brown
8797,1598,2042,2023-03-06,Spring,234.0,No,0,No,2-Day Shipping,4.2,XL,Pink
8798,1598,2018,2024-03-25,Spring,44.1,Yes,30,Yes,2-Day Shipping,3.3,M,Beige
8799,1598,2008,2024-12-29,Winter,38.0,No,0,No,2-Day Shipping,4.7,XS,Beige
8800,1598,2004,2024-09-30,Fall,144.0,No,0,No,Express,3.9,XL,Yellow
8801,1598,2030,2023-10-23,Fall,9.6,Yes,20,Yes,Express,3.2,M,Black
8802,1598,2037,2023-12-08,Winter,175.0,No,0,No,2-Day Shipping,3.9,XL,Pink
8803,1599,2038,2024-09-18,Fall,131.0,No,0,No,Express,3.3,XL,Green
8804,1599,2045,2024-08-27,Summer,93.0,No,0,No,Free Shipping,4.5,S,Gray
8805,1599,2039,2023-06-23,Summer,147.6,Yes,10,Yes,Standard,3.3,XS,Pink
8806,1599,2021,2023-04-18,Spring,69.0,No,0,No,Express,4.7,XS,Purple
8807,1599,2039,2023-09-10,Fall,187.0,No,0,No,Standard,3.8,XS,Red
8808,1599,2013,2023-05-31,Spring,28.0,No,0,No,Express,3.5,S,Navy
8809,1599,2026,2023-08-10,Summer,60.0,No,0,No,2-Day Shipping,4.4,XS,Red
8810,1599,2028,2023-01-03,Winter,60.0,No,0,No,2-Day Shipping,4.3,M,Navy
8811,1599,2008,2023-05-30,Spring,41.0,No,0,No,Standard,3.5,XS,Navy
8812,1599,2020,2023-08-25,Summer,115.2,Yes,10,No,Standard,3.2,L,Brown
8813,1600,2045,2024-09-10,Fall,51.0,No,0,No,Standard,4.0,S,Blue
8814,1600,2020,2023-03-04,Spring,122.0,No,0,No,Standard,3.5,S,Blue
8815,1600,2030,2023-08-24,Summer,22.0,No,0,No,Standard,4.9,L,Green
8816,1600,2026,2023-07-08,Summer,91.0,No,0,No,Standard,4.1,L,Orange
8817,1600,2003,2024-01-20,Winter,53.2,Yes,30,No,Express,4.6,M,Gray
8818,1600,2041,2024-01-20,Winter,43.0,No,0,No,Standard,2.0,L,Black
8819,1600,2023,2024-09-03,Fall,61.0,No,0,No,Standard,4.7,XS,Navy
8820,1600,2028,2024-05-11,Spring,27.0,No,0,No,Standard,4.2,L,Purple
8821,1601,2001,2023-06-17,Summer,47.6,Yes,15,No,Free Shipping,4.0,M,Blue
8822,1601,2039,2024-09-04,Fall,195.75,Yes,25,Yes,Standard,4.8,S,Purple
8823,1601,2027,2023-11-04,Fall,149.0,No,0,No,Standard,3.5,S,Pink
8824,1601,2014,2023-06-13,Summer,78.4,Yes,30,Yes,Standard,4.7,XS,Gray
8825,1601,2045,2024-05-27,Spring,56.8,Yes,20,Yes,Standard,4.3,S,Beige
8826,1601,2012,2024-11-28,Fall,21.0,No,0,No,Standard,4.8,XS,Purple
8827,1601,2003,2024-12-04,Winter,52.0,No,0,No,Standard,3.7,M,Navy
8828,1601,2032,2023-07-09,Summer,89.25,Yes,25,Yes,Free Shipping,4.4,XL,Gray
8829,1601,2012,2024-08-12,Summer,52.0,Yes,20,No,Express,3.3,S,Purple
8830,1602,2022,2024-09-20,Fall,24.0,Yes,25,Yes,Express,2.8,S,Blue
8831,1602,2031,2024-07-20,Summer,16.8,Yes,30,Yes,Free Shipping,3.9,XL,White
8832,1602,2012,2024-09-16,Fall,14.7,Yes,30,No,Standard,3.9,XL,Beige
8833,1602,2028,2024-01-06,Winter,43.35,Yes,15,Yes,2-Day Shipping,3.0,S,Gray
8834,1602,2006,2023-07-06,Summer,75.6,Yes,30,Yes,2-Day Shipping,3.3,XL,Green
8835,1602,2007,2024-09-09,Fall,39.0,No,0,No,Free Shipping,2.9,M,Beige
8836,1602,2030,2024-10-07,Fall,27.2,Yes,20,Yes,Free Shipping,3.6,L,Blue
8837,1602,2016,2023-02-12,Winter,147.0,No,0,No,Standard,4.0,XS,Purple
8838,1603,2022,2023-06-26,Summer,20.0,No,0,No,Express,4.0,M,Yellow
8839,1603,2012,2023-04-16,Spring,27.0,No,0,No,Free Shipping,2.2,M,Blue
8840,1603,2024,2024-02-25,Winter,105.0,No,0,No,Standard,4.9,L,Beige
8841,1603,2023,2024-03-06,Spring,169.0,No,0,No,Free Shipping,2.1,XL,Red
8842,1603,2024,2023-02-20,Winter,140.0,No,0,No,Standard,2.9,S,Green
